"seqnames","gene_id","gene_name","Operon","start","end","width","strand","Type","logFC","padj","fc_lt_2","fitness_defect","essential_status","essential_status_2","Function","GOs","KEGG_Pathway","COG_category"
"chromosome","PPGIJJGB_01004",NA,538,1028610,1029185,576,"+","CDS",-0.0829459275163762,0.586489000774041,FALSE,FALSE,"nonessential/internal promoter","nonessential/internal promoter","[T] cAMP-binding proteins - catabolite gene activator",NA,NA,"T"
"chromosome","PPGIJJGB_01005",NA,538,1029246,1029752,507,"+","CDS",-2.00210547215528,3.31572576725646e-134,TRUE,TRUE,"essential","essential",NA,NA,NA,"S"
"chromosome","PPGIJJGB_01006","mtnN",539,1029843,1030679,837,"-","CDS",-1.90023119298449,3.0692412722984e-22,FALSE,FALSE,"nonessential","nonessential","[F] Nucleoside phosphorylase    ",NA,"ko00270,ko01100,ko01230,map00270,map01100,map01230","F"
"chromosome","PPGIJJGB_01007","slt_1",540,1030788,1031642,855,"-","CDS",0.275774477390637,0.149087640115143,FALSE,FALSE,"nonessential","nonessential","[M] Soluble lytic murein transglycosylase and related",NA,NA,"M"
"chromosome","PPGIJJGB_01008",NA,541,1031850,1032038,189,"-","CDS",0.166973547086608,0.0464619574453241,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,NA
"chromosome","PPGIJJGB_01009","capI",542,1032249,1033268,1020,"-","CDS",-0.888088123233353,0.00466847149799492,FALSE,FALSE,"nonessential","nonessential","[MG] Nucleoside-diphosphate-sugar epimerases    ",NA,"ko00520,ko00523,ko01100,ko01130,map00520,map00523,map01100,map01130","M"
"chromosome","PPGIJJGB_01010","VM57_04575",543,1033592,1034218,627,"+","CDS",0.160458920974245,0.0784938839994458,FALSE,FALSE,"nonessential","nonessential","[S] Uncharacterized conserved protein   ",NA,NA,"S"
"chromosome","PPGIJJGB_01011",NA,544,1034206,1035021,816,"-","CDS",NA,NA,FALSE,NA,"uncertain","uncertain",NA,NA,NA,"ET"
"chromosome","PPGIJJGB_01012","hmuV",544,1035072,1035860,789,"-","CDS",-0.334573079572333,0.00214528269370242,FALSE,FALSE,"nonessential","nonessential","[P] ABC-type hemin transport system, ATPase component","GO:0000041,GO:0000166,GO:0003674,GO:0003824,GO:0005215,GO:0005488,GO:0005524,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006826,GO:0008144,GO:0008150,GO:0015232,GO:0015399,GO:0015405,GO:0015439,GO:0015886,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0022804,GO:0022857,GO:0030001,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0042623,GO:0042626,GO:0043167,GO:0043168,GO:0043492,GO:0044464,GO:0051179,GO:0051181,GO:0051184,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901678","ko02010,map02010","P"
"chromosome","PPGIJJGB_01013","hmuU",544,1035875,1036906,1032,"-","CDS",-1.72755845328046,2.96945183185864e-72,FALSE,FALSE,"nonessential","nonessential","[P] ABC-type Fe3+-siderophore transport system, permease component",NA,"ko02010,map02010","P"
"chromosome","PPGIJJGB_01014","hmuT",544,1036903,1037742,840,"-","CDS",-0.0439416701370651,0.766800356422046,FALSE,FALSE,"nonessential","nonessential","[P] ABC-type hemin transport system, periplasmic component",NA,"ko02010,map02010","P"
"chromosome","PPGIJJGB_01015","huvX",545,1037911,1038423,513,"+","CDS",-0.0629754870343245,0.57998957673548,FALSE,FALSE,"nonessential","nonessential","[P] Putative heme iron utilization protein ",NA,NA,"P"
"chromosome","PPGIJJGB_01016","hutZ",545,1038420,1038977,558,"+","CDS",0.0685813375775034,0.724226772299454,FALSE,FALSE,"nonessential","nonessential","[P] Putative heme iron utilization protein ",NA,NA,"P"
"chromosome","PPGIJJGB_01017",NA,546,1039049,1039453,405,"-","CDS",-0.198620530885811,0.363623866438361,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,NA
"chromosome","PPGIJJGB_01018",NA,546,1039493,1040044,552,"-","CDS",0.15233815405331,0.104472652727046,FALSE,FALSE,"nonessential","nonessential","[Q] Amidases related to nicotinamidase  ",NA,"ko00760,ko01100,map00760,map01100","Q"
"chromosome","PPGIJJGB_01019","phuW",546,1040105,1041088,984,"-","CDS",-1.45476793628916,8.62956839896168e-18,FALSE,FALSE,"nonessential","nonessential","[S] Uncharacterized iron-regulated protein   ",NA,NA,"S"
"chromosome","PPGIJJGB_01020",NA,547,1041277,1043370,2094,"+","CDS",-0.0216170416350487,0.924250824887201,FALSE,FALSE,"nonessential","nonessential","[P] Outer membrane receptor proteins, mostly Fe",NA,NA,"P"
"chromosome","PPGIJJGB_01021","hcaT",548,1043659,1044813,1155,"+","CDS",0.0629121270696231,0.765105785796147,FALSE,FALSE,"nonessential","nonessential",NA,"GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0015291,GO:0015293,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944","ko00330,ko01100,ko01110,ko01130,ko01230,map00330,map01100,map01110,map01130,map01230","EGP"
"chromosome","PPGIJJGB_01022","spoIVB",549,1044889,1046097,1209,"-","CDS",0.0196734687592793,0.910951661073503,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,NA
"chromosome","PPGIJJGB_01023","yozG",549,1046104,1046313,210,"-","CDS",0.0104782713955378,0.974961617512555,FALSE,FALSE,"nonessential","nonessential","[K] Predicted transcriptional regulator   ",NA,NA,"K"
"chromosome","PPGIJJGB_01024",NA,549,1046321,1046932,612,"-","CDS",0.135223907227429,0.379876433097707,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,"S"
"chromosome","PPGIJJGB_01025","MA20_19630",550,1047152,1050652,3501,"+","CDS",-0.199850692435086,0.267082757974222,FALSE,FALSE,"nonessential","nonessential","[ER] Na+/proline symporter    ",NA,NA,"T"
"chromosome","PPGIJJGB_01026","chiA",551,1051025,1053634,2610,"+","CDS",0.137078857215116,0.276864621011578,FALSE,FALSE,"nonessential","nonessential","[G] Chitinase     ",NA,"ko00520,ko01100,map00520,map01100","G"
"chromosome","PPGIJJGB_01027",NA,552,1053703,1056081,2379,"+","CDS",0.0702295933655519,0.459432795653064,FALSE,FALSE,"nonessential","nonessential",NA,"GO:0003674,GO:0003824,GO:0004175,GO:0004222,GO:0005488,GO:0005575,GO:0005576,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009405,GO:0016787,GO:0019538,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0044419,GO:0046872,GO:0051704,GO:0070011,GO:0071704,GO:0140096,GO:1901564",NA,"E"
"chromosome","PPGIJJGB_01028",NA,553,1056157,1058079,1923,"+","CDS",0.197414414146833,0.00456918133937466,FALSE,FALSE,"nonessential","nonessential","[R] Uncharacterized protein contain chitin-binding domain type",NA,NA,"MU"
"chromosome","PPGIJJGB_01029",NA,554,1058139,1058939,801,"-","CDS",-0.0559966860228032,0.757865298328685,FALSE,FALSE,"nonessential/internal promoter","nonessential/internal promoter","[QR] SAM-dependent methyltransferases    ","GO:0003674,GO:0003824,GO:0006082,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008171,GO:0009058,GO:0009102,GO:0009108,GO:0009110,GO:0009987,GO:0010340,GO:0016053,GO:0016740,GO:0016741,GO:0017144,GO:0018130,GO:0019752,GO:0032259,GO:0032787,GO:0034641,GO:0042364,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:0072330,GO:0102130,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576","ko00780,ko01100,map00780,map01100","H"
"chromosome","PPGIJJGB_01030","crp",554,1059066,1059704,639,"-","CDS",-2.46876265451848,1.46578080184074e-89,TRUE,TRUE,"essential","essential","[T] cAMP-binding proteins - catabolite gene activator","GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0007154,GO:0007584,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009292,GO:0009294,GO:0009405,GO:0009605,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016070,GO:0017076,GO:0018130,GO:0019001,GO:0019219,GO:0019222,GO:0019438,GO:0030420,GO:0030551,GO:0030552,GO:0030554,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031667,GO:0031668,GO:0031669,GO:0031670,GO:0032553,GO:0032555,GO:0032559,GO:0032561,GO:0032774,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034654,GO:0035438,GO:0036094,GO:0042221,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0044764,GO:0045013,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045990,GO:0046483,GO:0046983,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051173,GO:0051252,GO:0051253,GO:0051254,GO:0051704,GO:0051716,GO:0060255,GO:0061984,GO:0061985,GO:0065007,GO:0070887,GO:0071496,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:0097659,GO:0140110,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1902680,GO:1903506,GO:1903507,GO:1903508,GO:2000112,GO:2000113,GO:2001141","ko02020,ko02024,ko02025,ko02026,ko05111,map02020,map02024,map02025,map02026,map05111","K"
"chromosome","PPGIJJGB_01031","yhfA",555,1060016,1060420,405,"+","CDS",0.1037911856899,0.205857515925819,FALSE,FALSE,"nonessential","nonessential","[O] Predicted redox protein, regulator of disulfide",NA,NA,"O"
"chromosome","PPGIJJGB_01032",NA,555,1060470,1060766,297,"+","CDS",-0.936886606473757,2.49326110103735e-26,FALSE,FALSE,"nonessential","nonessential","[R] Predicted periplasmic protein   ",NA,NA,"O"
"chromosome","PPGIJJGB_01033",NA,556,1060829,1061362,534,"-","CDS",0.0545033909023563,0.792361847937512,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,NA
"chromosome","PPGIJJGB_01034","prkB",556,1061378,1062247,870,"-","CDS",-0.0148863675737408,0.957009057433293,FALSE,FALSE,"nonessential","nonessential","[C] Phosphoribulokinase     ","GO:0000166,GO:0003674,GO:0003824,GO:0004849,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0006139,GO:0006206,GO:0006213,GO:0006220,GO:0006221,GO:0006222,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008655,GO:0008974,GO:0009058,GO:0009112,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009129,GO:0009130,GO:0009156,GO:0009161,GO:0009163,GO:0009165,GO:0009173,GO:0009174,GO:0009218,GO:0009220,GO:0009224,GO:0009259,GO:0009260,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0018130,GO:0019205,GO:0019206,GO:0019438,GO:0019637,GO:0019693,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0034404,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0042455,GO:0043094,GO:0043097,GO:0043167,GO:0043168,GO:0043174,GO:0043771,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046035,GO:0046049,GO:0046131,GO:0046132,GO:0046134,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659","ko00710,ko01100,ko01120,ko01200,map00710,map01100,map01120,map01200","G"
"chromosome","PPGIJJGB_01035","arnF",557,1062415,1062828,414,"-","CDS",0.143690015255485,0.341434674632854,FALSE,FALSE,"uncertain/others","uncertain",NA,"GO:0000271,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005975,GO:0005976,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0006810,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008654,GO:0009058,GO:0009059,GO:0009103,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0016021,GO:0016051,GO:0019637,GO:0031224,GO:0031226,GO:0033692,GO:0034637,GO:0034645,GO:0042221,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044425,GO:0044459,GO:0044464,GO:0046467,GO:0046493,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509","ko01503,map01503","P"
"chromosome","PPGIJJGB_01036","arnE",557,1062825,1063169,345,"-","CDS",0.220266685759581,0.0286811041776833,FALSE,FALSE,"uncertain/others","uncertain","[S] Predicted membrane protein   ","GO:0000271,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005975,GO:0005976,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0006810,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008654,GO:0009058,GO:0009059,GO:0009103,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0016021,GO:0016051,GO:0019637,GO:0031224,GO:0031226,GO:0033692,GO:0034637,GO:0034645,GO:0042221,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044425,GO:0044459,GO:0044464,GO:0046467,GO:0046493,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071704,GO:0071944,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509","ko01503,map01503","P"
"chromosome","PPGIJJGB_01037","arnT",557,1063169,1064812,1644,"-","CDS",-0.256793623327213,0.669830027242563,FALSE,FALSE,"uncertain/others","uncertain","[M] 4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of","GO:0000030,GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0006464,GO:0006486,GO:0006493,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008654,GO:0009058,GO:0009059,GO:0009100,GO:0009101,GO:0009103,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0016021,GO:0016051,GO:0016740,GO:0016757,GO:0016758,GO:0016763,GO:0019538,GO:0019637,GO:0031224,GO:0033692,GO:0034637,GO:0034645,GO:0036211,GO:0042221,GO:0043170,GO:0043412,GO:0043413,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044267,GO:0044425,GO:0044464,GO:0046467,GO:0046493,GO:0050896,GO:0070085,GO:0071704,GO:0071944,GO:0090407,GO:0097502,GO:0103015,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901564,GO:1901566,GO:1901576,GO:1903509","ko01503,map01503","M"
"chromosome","PPGIJJGB_01038","arnD",557,1064882,1065781,900,"-","CDS",-0.331035575671257,3.95475203840095e-05,FALSE,FALSE,"nonessential/internal promoter","nonessential/internal promoter","[G] Predicted xylanase/chitin deacetylase   ","GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005975,GO:0005976,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006720,GO:0006721,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008653,GO:0008654,GO:0009058,GO:0009059,GO:0009103,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0010035,GO:0010038,GO:0010039,GO:0010041,GO:0016020,GO:0016051,GO:0016114,GO:0016787,GO:0016810,GO:0016811,GO:0019637,GO:0033692,GO:0034637,GO:0034645,GO:0036107,GO:0036108,GO:0042221,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0046467,GO:0046493,GO:0046677,GO:0050896,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509","ko00520,ko01503,map00520,map01503","G"
"chromosome","PPGIJJGB_01039","arnA",557,1065774,1067765,1992,"-","CDS",-10.016286423276,1.96891168780808e-16,TRUE,TRUE,"essential","essential","[J] Methionyl-tRNA formyltransferase    ","GO:0000166,GO:0000271,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005975,GO:0005976,GO:0006040,GO:0006139,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008654,GO:0009058,GO:0009059,GO:0009103,GO:0009225,GO:0009226,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016043,GO:0016051,GO:0016491,GO:0016614,GO:0016616,GO:0016740,GO:0016741,GO:0016742,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019438,GO:0019637,GO:0022607,GO:0033319,GO:0033320,GO:0033692,GO:0034214,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0036094,GO:0042221,GO:0042802,GO:0043167,GO:0043168,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0046349,GO:0046467,GO:0046483,GO:0046493,GO:0046677,GO:0048037,GO:0048040,GO:0050662,GO:0050896,GO:0051259,GO:0051287,GO:0055086,GO:0055114,GO:0065003,GO:0070403,GO:0071704,GO:0071840,GO:0090407,GO:0097159,GO:0099618,GO:0099619,GO:1901135,GO:1901137,GO:1901265,GO:1901269,GO:1901271,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903509,GO:2001313,GO:2001315","ko00052,ko00520,ko00523,ko00670,ko00970,ko01100,ko01130,ko01503,map00052,map00520,map00523,map00670,map00970,map01100,map01130,map01503","I"
"chromosome","PPGIJJGB_01040","arnC",557,1067762,1068742,981,"-","CDS",-0.0060423294557992,0.960160870318779,FALSE,FALSE,"nonessential","nonessential","[M] Glycosyltransferases involved in cell wall biogenesis","GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006720,GO:0006721,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008299,GO:0008610,GO:0008653,GO:0008654,GO:0009058,GO:0009059,GO:0009103,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016020,GO:0016021,GO:0016051,GO:0016114,GO:0016740,GO:0016757,GO:0016763,GO:0016772,GO:0016780,GO:0019637,GO:0031224,GO:0033692,GO:0034637,GO:0034645,GO:0036107,GO:0036108,GO:0042221,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044425,GO:0044464,GO:0046467,GO:0046493,GO:0046677,GO:0050896,GO:0071704,GO:0071944,GO:0090407,GO:0099621,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901576,GO:1903509","ko00520,ko01503,map00520,map01503","M"
"chromosome","PPGIJJGB_01041","arnB",557,1068749,1069885,1137,"-","CDS",0.0860648292610771,0.422188359747547,FALSE,FALSE,"nonessential","nonessential","[M] Predicted pyridoxal phosphate-dependent enzyme apparently involved","GO:0000271,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0005976,GO:0006629,GO:0006643,GO:0006644,GO:0006664,GO:0006793,GO:0006796,GO:0008144,GO:0008150,GO:0008152,GO:0008483,GO:0008610,GO:0008653,GO:0008654,GO:0009058,GO:0009059,GO:0009103,GO:0009245,GO:0009247,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016740,GO:0016769,GO:0019637,GO:0019842,GO:0030170,GO:0033692,GO:0034637,GO:0034645,GO:0036094,GO:0042221,GO:0043167,GO:0043168,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044464,GO:0046467,GO:0046493,GO:0046677,GO:0048037,GO:0050662,GO:0050896,GO:0070279,GO:0071704,GO:0090407,GO:0097159,GO:0099620,GO:1901135,GO:1901137,GO:1901269,GO:1901271,GO:1901363,GO:1901576,GO:1903509","ko00520,ko01503,ko02020,map00520,map01503,map02020","M"
"chromosome","PPGIJJGB_01042","ugd",558,1070107,1071453,1347,"+","CDS",-0.145922335140047,0.197154467168314,FALSE,FALSE,"nonessential","nonessential","[M] Predicted UDP-glucose 6-dehydrogenase   ",NA,"ko00040,ko00051,ko00053,ko00520,ko01100,ko02020,map00040,map00051,map00053,map00520,map01100,map02020","M"
"chromosome","PPGIJJGB_01043","yheU",559,1071879,1072121,243,"-","CDS",0.204763303690898,0.0155336303718653,FALSE,FALSE,"nonessential","nonessential","[S] Uncharacterized protein conserved in bacteria ",NA,NA,"S"
"chromosome","PPGIJJGB_01044","yheT",559,1072229,1073212,984,"-","CDS",0.180252047768018,0.018097002400375,FALSE,FALSE,"nonessential","nonessential","[R] Predicted hydrolase of the alpha/beta-hydrolase fold","GO:0003674,GO:0003824,GO:0006629,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0044237,GO:0044238,GO:0044255,GO:0050526,GO:0052689,GO:0071704",NA,"S"
"chromosome","PPGIJJGB_01045","cheV3",559,1073269,1074168,900,"-","CDS",-0.226781471815343,0.0270990668799571,FALSE,FALSE,"nonessential","nonessential","[NT] Chemotaxis signal transduction protein  ",NA,"ko02020,ko02030,map02020,map02030","T"
"chromosome","PPGIJJGB_01046","VPA0415",560,1074351,1075037,687,"-","CDS",0.0404343077010547,0.899973120775358,FALSE,FALSE,"nonessential","nonessential",NA,NA,NA,"S"
"chromosome","PPGIJJGB_01047","yheV",561,1075077,1075283,207,"+","CDS",0.0225309452204826,0.879173316957523,FALSE,FALSE,"nonessential","nonessential","[R] Predicted nucleic-acid-binding protein containing a Zn-ribbon",NA,NA,"S"
"chromosome","PPGIJJGB_01048","slyD",562,1075516,1076154,639,"+","CDS",-0.666441058448215,3.2414261398768e-08,FALSE,FALSE,"nonessential","nonessential","[O] FKBP-type peptidyl-prolyl cis-trans isomerases 2 ","GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005507,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006464,GO:0006807,GO:0006950,GO:0008150,GO:0008152,GO:0008270,GO:0009266,GO:0009408,GO:0009628,GO:0009987,GO:0010467,GO:0016151,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0022417,GO:0031647,GO:0035821,GO:0036211,GO:0042026,GO:0043167,GO:0043169,GO:0043170,GO:0043412,GO:0043963,GO:0044003,GO:0044068,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044403,GO:0044419,GO:0044424,GO:0044444,GO:0044464,GO:0044501,GO:0046872,GO:0046914,GO:0050821,GO:0050896,GO:0050897,GO:0051082,GO:0051604,GO:0051701,GO:0051704,GO:0051817,GO:0052027,GO:0052250,GO:0065007,GO:0065008,GO:0071704,GO:0140096,GO:1901564",NA,"O"
"chromosome","PPGIJJGB_01049","slyX",563,1076217,1076432,216,"-","CDS",-0.178186674774615,0.0745740577398973,FALSE,FALSE,"nonessential","nonessential","[S] Uncharacterized protein conserved in bacteria ",NA,NA,"S"
"chromosome","PPGIJJGB_01050",NA,563,1076447,1077415,969,"-","CDS",0.296972557424332,0.000206887460569115,FALSE,FALSE,"nonessential","nonessential","[R] FOG: WD40 repeat   ",NA,NA,"S"
"chromosome","PPGIJJGB_01051","fkpA",564,1077535,1078341,807,"+","CDS",-0.0138753160847376,0.935084484359174,FALSE,FALSE,"nonessential","nonessential","[O] FKBP-type peptidyl-prolyl cis-trans isomerases 1 ","GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005575,GO:0005623,GO:0006457,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0030288,GO:0030313,GO:0031975,GO:0036211,GO:0042026,GO:0042597,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0140096,GO:1901564",NA,"M"
"chromosome","PPGIJJGB_01052","luxO",565,1078481,1079887,1407,"+","CDS",-0.297136672777556,0.00139676289349069,FALSE,FALSE,"nonessential","nonessential","[T] Response regulator containing CheY-like receiver, AAA-type","GO:0000156,GO:0000160,GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0007154,GO:0007165,GO:0008134,GO:0008144,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0017076,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0023052,GO:0030554,GO:0031323,GO:0031326,GO:0032553,GO:0032555,GO:0032559,GO:0032774,GO:0034641,GO:0034645,GO:0034654,GO:0035556,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051252,GO:0051716,GO:0060089,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097367,GO:0097659,GO:0140110,GO:1901265,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141","ko02020,ko02024,ko05111,map02020,map02024,map05111","T"
"chromosome","PPGIJJGB_01053",NA,566,1079969,1080838,870,"-","CDS",0.329975387049672,0.000918666566111621,FALSE,FALSE,"nonessential","nonessential","[R] FOG: TPR repeat   ",NA,NA,"S"
